,loss,accuracy,val_loss,val_accuracy
0,0.6593368053436279,0.6523095965385437,0.6222863793373108,0.6454630494117737
1,0.6175243854522705,0.6722846627235413,0.6235489845275879,0.6454630494117737
2,0.597083568572998,0.6913233399391174,0.5731533169746399,0.7221702337265015
3,0.5859380960464478,0.7172284722328186,0.588408887386322,0.7118802666664124
4,0.5706818699836731,0.720973789691925,0.5619271397590637,0.7268475294113159
5,0.5678666830062866,0.7237827777862549,0.6026108860969543,0.7305893301963806
6,0.5440393686294556,0.7409487962722778,0.5428285598754883,0.7333956956863403
7,0.5502402186393738,0.7403246164321899,0.5798269510269165,0.7315247654914856
8,0.600491464138031,0.721285879611969,0.606010377407074,0.6978484392166138
9,0.5435068011283875,0.7456304430961609,0.5578967928886414,0.716557502746582
10,0.5409810543060303,0.7493757605552673,0.54239422082901,0.7343311309814453
11,0.5295714735984802,0.7543695569038391,0.5321241617202759,0.7390084266662598
12,0.5299007296562195,0.737827718257904,0.5558503270149231,0.7399438619613647
13,0.5131670832633972,0.7634207010269165,0.5405693054199219,0.7408792972564697
14,0.5162645578384399,0.7578027248382568,0.5275847315788269,0.7474275231361389
15,0.5106126666069031,0.7568663954734802,0.5588464736938477,0.7062675356864929
16,0.5046519041061401,0.7634207010269165,0.5448611974716187,0.7343311309814453
17,0.5074449777603149,0.7687265872955322,0.5574103593826294,0.7380729913711548
18,0.5064796805381775,0.7684144973754883,0.5358725786209106,0.7333956956863403
19,0.5033034682273865,0.7662296891212463,0.5256426930427551,0.7436856627464294
20,0.48462021350860596,0.7715355753898621,0.5229969024658203,0.7474275231361389
21,0.4863310158252716,0.7752808928489685,0.5287677049636841,0.7464920282363892
22,0.4758373200893402,0.7784019708633423,0.5662217736244202,0.7502338886260986
23,0.4814368188381195,0.7815231084823608,0.5104213953018188,0.7558465600013733
24,0.4688974916934967,0.7768414616584778,0.5270517468452454,0.7446211576461792
25,0.47138160467147827,0.7749688029289246,0.5353624224662781,0.7539756894111633
26,0.4627099633216858,0.7843320965766907,0.5186901092529297,0.7446211576461792
27,0.4672037363052368,0.7805867791175842,0.577063262462616,0.716557502746582
28,0.45299476385116577,0.7843320965766907,0.5166126489639282,0.7446211576461792
29,0.4596031904220581,0.778714120388031,0.5224815011024475,0.757717490196228
30,0.4623676836490631,0.7880774140357971,0.5518033504486084,0.7118802666664124
31,0.4450007379055023,0.7915105819702148,0.5367711782455444,0.7595884203910828
32,0.44600924849510193,0.7921348214149475,0.5456842184066772,0.7464920282363892
33,0.44513237476348877,0.7921348214149475,0.5148102641105652,0.7455565929412842
34,0.4422660768032074,0.7880774140357971,0.5354892015457153,0.7324602603912354
35,0.4287821352481842,0.7971286177635193,0.5385557413101196,0.7492983937263489
36,0.4237956702709198,0.8043071031570435,0.5235516428947449,0.7614592909812927
37,0.4244843125343323,0.7996254563331604,0.52524733543396,0.7492983937263489
38,0.43277913331985474,0.7974407076835632,0.5358583331108093,0.7483629584312439
39,0.42863729596138,0.7983770370483398,0.5713455080986023,0.758652925491333
40,0.41143447160720825,0.7996254563331604,0.583050012588501,0.7436856627464294
41,0.40409526228904724,0.8036829233169556,0.5645198822021484,0.7558465600013733
42,0.4190985858440399,0.8058676719665527,0.6161713600158691,0.7549111247062683
43,0.4022851586341858,0.8149188756942749,0.6144652366638184,0.7642656564712524
44,0.3900842070579529,0.8202247023582458,0.5788974165916443,0.7259120941162109
45,0.3961091637611389,0.824282169342041,0.5497456789016724,0.7670720219612122
46,0.3886236548423767,0.824282169342041,0.5865273475646973,0.7324602603912354
47,0.3777777850627899,0.8220973610877991,0.5196261405944824,0.7464920282363892
48,0.3813718855381012,0.824282169342041,0.6037072539329529,0.757717490196228
49,0.38129666447639465,0.8255305886268616,0.5334161520004272,0.7464920282363892
50,0.3655362129211426,0.8327091336250305,0.656148374080658,0.7427502274513245
51,0.37065690755844116,0.8274032473564148,0.557180643081665,0.7464920282363892
52,0.3553113639354706,0.8361423015594482,0.640699565410614,0.7502338886260986
53,0.3684709072113037,0.836454451084137,0.5900185108184814,0.7595884203910828
54,0.35291776061058044,0.841448187828064,0.5899602174758911,0.7492983937263489
55,0.3643677234649658,0.829587996006012,0.667228102684021,0.7492983937263489
56,0.3410596251487732,0.8470661640167236,0.6008055806159973,0.7530402541160583
57,0.35054129362106323,0.8398876190185547,0.7375267744064331,0.7726847529411316
58,0.3534473180770874,0.8398876190185547,0.5684162974357605,0.7436856627464294
59,0.3435472846031189,0.8458177447319031,0.6008105278015137,0.7352666258811951
60,0.34019342064857483,0.8430087566375732,0.5965888500213623,0.7642656564712524
61,0.3289411664009094,0.8492509126663208,0.6300677061080933,0.7595884203910828
62,0.3341049551963806,0.846441924571991,0.6205443739891052,0.7446211576461792
63,0.3249785006046295,0.8567415475845337,0.7226636409759521,0.7352666258811951
64,0.31543824076652527,0.8586142063140869,0.7167860269546509,0.7464920282363892
65,0.31033483147621155,0.8645443320274353,0.6490494608879089,0.7408792972564697
66,0.32851526141166687,0.8536204695701599,0.8421599864959717,0.7240411639213562
67,0.33837589621543884,0.846441924571991,0.635019838809967,0.7502338886260986
68,0.34153902530670166,0.8498751521110535,0.6708893775939941,0.7511693239212036
69,0.31236332654953003,0.8651685118675232,0.8032848238945007,0.7137511968612671
70,0.31128692626953125,0.8645443320274353,0.8703786134719849,0.756782054901123
71,0.2988741099834442,0.8661048412322998,0.7502040266990662,0.7399438619613647
72,0.2997119426727295,0.8657927513122559,0.8649495244026184,0.7446211576461792
73,0.30621254444122314,0.8623595237731934,0.6688311100006104,0.7511693239212036
74,0.2862405776977539,0.8710986375808716,0.7245750427246094,0.7259120941162109
75,0.2771779000759125,0.8764045238494873,0.765518844127655,0.7427502274513245
76,0.2685696482658386,0.879837691783905,0.9850536584854126,0.7427502274513245
77,0.3299473822116852,0.8558052182197571,0.598291277885437,0.7521047592163086
78,0.28042295575141907,0.8773408532142639,0.773273229598999,0.7464920282363892
79,0.31203776597976685,0.8714107275009155,0.7344588041305542,0.7455565929412842
80,0.27547240257263184,0.8770287036895752,0.844786524772644,0.7446211576461792
81,0.26116397976875305,0.8835830092430115,0.8732795119285583,0.7539756894111633
82,0.2525535225868225,0.8835830092430115,0.8932558298110962,0.7315247654914856
83,0.2533947229385376,0.8851435780525208,0.960178017616272,0.7296538949012756
84,0.26280468702316284,0.874843955039978,1.243404507637024,0.7399438619613647
85,0.25494614243507385,0.8895131349563599,0.6434804797172546,0.7539756894111633
86,0.2581835687160492,0.8938826322555542,0.6886586546897888,0.7511693239212036
87,0.2565763592720032,0.8863919973373413,0.6735208034515381,0.7502338886260986
88,0.2557472586631775,0.8845193386077881,1.0423105955123901,0.7446211576461792
89,0.24220281839370728,0.892009973526001,0.8487949371337891,0.7698783874511719
90,0.2444477677345276,0.8888888955116272,1.017514705657959,0.7530402541160583
91,0.22705014050006866,0.8982521891593933,0.845967173576355,0.7053321003913879
92,0.2425178587436676,0.8948189616203308,1.2511636018753052,0.7511693239212036
93,0.24793753027915955,0.898876428604126,1.640423059463501,0.7521047592163086
94,0.22980734705924988,0.8995006084442139,1.7248239517211914,0.7483629584312439
95,0.21632568538188934,0.9069912433624268,0.9575527906417847,0.7259120941162109
96,0.2253684401512146,0.896691620349884,0.930712103843689,0.7502338886260986
97,0.24762605130672455,0.898876428604126,0.8867383599281311,0.7436856627464294
98,0.2226630449295044,0.8976279497146606,0.8873612284660339,0.7539756894111633
99,0.2647610008716583,0.8913857936859131,0.782499372959137,0.737137496471405
